date,header,name,odds_order,odds_name,odds,odds_enabled
2024-03-06T04:17:40.000041,Celkovo - Víťaz,Dubovský Patrik,5500.0,áno,5500.0,True
2024-03-06T04:17:40.000041,Celkovo - Víťaz,Švec Róbert,6000.0,áno,6000.0,True
2024-03-06T12:18:36.367464,Celkovo - Víťaz,Pellegrini Peter,1.55,áno,1.55,True
2024-03-06T12:18:36.367464,Celkovo - Víťaz,Korčok Ivan,2.4,áno,2.4,True
2024-03-06T12:18:36.367464,Celkovo - Víťaz,Kubiš Ján,5000.0,áno,5000.0,True
2024-03-06T12:18:36.367464,Celkovo - Víťaz,Harabin Štefan,100.0,áno,100.0,True
2024-03-06T12:18:36.367464,Celkovo - Víťaz,Forró Krisztián,5000.0,áno,5000.0,True
2024-03-06T12:18:36.367464,Celkovo - Víťaz,Kotleba Marian,5500.0,áno,5500.0,True
2024-03-06T12:18:36.367464,Celkovo - Víťaz,Danko Andrej,5500.0,áno,5500.0,True
2024-03-06T12:18:36.367464,Celkovo - Víťaz,Náhlik Milan,6000.0,áno,6000.0,True
2024-03-06T12:18:36.367464,Celkovo - Víťaz,Matovič Igor,4000.0,áno,4000.0,True
2024-03-06T12:18:36.367464,Celkovo - Víťaz,Dubovský Patrik,5500.0,áno,5500.0,True
2024-03-06T12:18:36.367464,Celkovo - Víťaz,Švec Róbert,6000.0,áno,6000.0,True
